locus_tag	sysName	scaffoldId	begin	end	strand	type	desc
Atu4606	Atu4606	NC_003063	1751061	1752671	-	1	hypothetical protein
Atu4607	Atu4607	NC_003063	1752982	1754100	-	1	sugar acetylase
Atu4608	Atu4608	NC_003063	1754100	1755953	-	1	hypothetical protein
Atu4609	Atu4609	NC_003063	1755953	1756873	-	1	glycosyltransferase
Atu4610	Atu4610	NC_003063	1756928	1758004	-	1	sugar nucleotide epimerase/dehydratase
Atu4611	Atu4611	NC_003063	1758309	1758584	-	1	transposase
Atu4613	Atu4613	NC_003063	1758821	1761184	-	1	glycosyltransferase
Atu4614	Atu4614	NC_003063	1761339	1762220	-	1	glycosyltransferase
Atu4615	Atu4615	NC_003063	1762307	1763173	-	1	glucose-1-phosphate thymidylyltransferase
Atu4616	Atu4616	NC_003063	1763170	1764063	-	1	dTDP-4-dehydrorhamnose reductase
Atu4617	Atu4617	NC_003063	1764068	1765123	-	1	dTDP-D-glucose-4,6-dehydratase
Atu4618	Atu4618	NC_003063	1765126	1765695	-	1	dTDP-rhamnose-3,5-epimerase
Atu4619	Atu4619	NC_003063	1765840	1767906	-	1	ATP-dependent DNA helicase
Atu4620	Atu4620	NC_003063	1768173	1768910	-	1	dipeptide ABC transporter ATPase
Atu4621	Atu4621	NC_003063	1768907	1769752	-	1	dipeptide ABC transporter ATPase
Atu4622	Atu4622	NC_003063	1769739	1770638	-	1	dipeptide ABC transporter permease
Atu4623	Atu4623	NC_003063	1770635	1771663	-	1	dipeptide ABC transporter permease
Atu4624	Atu4624	NC_003063	1771870	1772583	+	1	GntR family transcriptional regulator
Atu4625	Atu4625	NC_003063	1772650	1773630	+	1	mannonate dehydratase
Atu4626	Atu4626	NC_003063	1773708	1775294	+	1	oligopeptide ABC transporter substrate-binding protein
Atu4627	Atu4627	NC_003063	1775884	1776690	+	1	hypothetical protein
Atu4628	Atu4628	NC_003063	1776878	1779217	+	1	diguanylate cyclase
Atu4629	Atu4629	NC_003063	1779420	1780313	+	1	oxidoreductase
Atu4630	Atu4630	NC_003063	1780356	1780643	+	1	hypothetical protein
Atu4631	Atu4631	NC_003063	1780640	1781473	+	1	hypothetical protein
Atu4632	Atu4632	NC_003063	1781477	1783792	+	1	ATP-dependent DNA ligase
Atu4633	Atu4633	NC_003063	1783743	1784330	-	1	phosphate permease (N-terminal)
Atu4634	Atu4634	NC_003063	1784330	1784974	-	1	hypothetical protein
Atu4635	Atu4635	NC_003063	1785088	1785627	+	1	hypothetical protein
Atu4636	Atu4636	NC_003063	1785648	1788794	-	1	AcrB/AcrD/AcrF family protein
Atu4637	Atu4637	NC_003063	1788796	1789953	-	1	nolF secretion protein
Atu4638	Atu4638	NC_003063	1790133	1790807	+	1	two component response regulator
Atu4639	Atu4639	NC_003063	1790804	1792138	+	1	two component sensor kinase
Atu4640	Atu4640	NC_003063	1792174	1793121	+	1	hypothetical protein
Atu4641	Atu4641	NC_003063	1793183	1794091	-	1	LysR family transcriptional regulator
Atu4642	Atu4642	NC_003063	1794300	1796471	+	1	catalase
Atu4643	Atu4643	NC_003063	1796568	1796744	-	1	hypothetical protein
Atu4644	Atu4644	NC_003063	1796867	1797736	-	1	AraC family transcriptional regulator
Atu4645	Atu4645	NC_003063	1797860	1799311	+	1	vanillin: NAD oxidoreductase
Atu4646	Atu4646	NC_003063	1799338	1800234	-	1	LysR family transcriptional regulator
Atu4647	Atu4647	NC_003063	1800329	1801282	+	1	hypothetical protein
Atu4648	Atu4648	NC_003063	1801297	1802808	+	1	choline sulfatase
Atu4649	Atu4649	NC_003063	1802824	1803717	-	1	carbohydrate kinase
Atu4650	Atu4650	NC_003063	1803714	1804754	-	1	sugar ABC transporter ATPase
Atu4651	Atu4651	NC_003063	1804754	1806124	-	1	argininosuccinate lyase
Atu4652	Atu4652	NC_003063	1806273	1807115	-	1	sugar ABC transporter permease
Atu4653	Atu4653	NC_003063	1807112	1808053	-	1	sugar ABC transporter permease
Atu4654	Atu4654	NC_003063	1808071	1809336	-	1	sugar ABC transporter substrate-binding protein
Atu4655	Atu4655	NC_003063	1809583	1810809	+	1	ROK family transcriptional regulator
Atu4656	Atu4656	NC_003063	1810829	1813231	+	1	hypothetical protein
Atu4657	Atu4657	NC_003063	1813228	1814139	+	1	hypothetical protein
Atu4658	Atu4658	NC_003063	1814149	1814682	-	1	hypothetical protein
Atu4659	Atu4659	NC_003063	1814687	1815574	-	1	AraC family transcriptional regulator
Atu4660	Atu4660	NC_003063	1815772	1817238	+	1	alpha-galactosidase
Atu4661	Atu4661	NC_003063	1817343	1819430	+	1	alpha-galactoside ABC transporter substrate-binding protein
Atu4662	Atu4662	NC_003063	1819574	1820581	+	1	oligopeptide ABC transporter permease
Atu4663	Atu4663	NC_003063	1820583	1821719	+	1	oligopeptide ABC transporter permease
Atu4664	Atu4664	NC_003063	1821733	1823400	+	1	oligopeptide ABC transporter ATPase
Atu4665	Atu4665	NC_003063	1823423	1824796	+	1	alpha-galactosidase
Atu4666	Atu4666	NC_003063	1825088	1826152	+	1	HlyD family secretion protein
Atu4667	Atu4667	NC_003063	1826164	1828941	+	1	ABC transporter permease
Atu4668	Atu4668	NC_003063	1828938	1830056	+	1	ABC transporter permease
Atu4669	Atu4669	NC_003063	1830326	1830793	+	1	hypothetical protein
Atu4670	Atu4670	NC_003063	1831052	1831294	-	1	hypothetical protein
Atu4671	Atu4671	NC_003063	1831642	1832085	-	1	response regulator
Atu4673	Atu4673	NC_003063	1832465	1833427	+	1	cell division protein FtsZ
Atu4674	Atu4674	NC_003063	1833717	1834415	+	1	GntR family transcriptional regulator
Atu4675	Atu4675	NC_003063	1834525	1835490	+	1	dihydrodipicolinate synthase
Atu4676	Atu4676	NC_003063	1835558	1836595	-	1	malate dehydrogenase
Atu4677	Atu4677	NC_003063	1836657	1836917	+	1	hypothetical protein
Atu4678	Atu4678	NC_003063	1836914	1837720	+	1	amino acid ABC transporter substrate-binding protein
Atu4679	Atu4679	NC_003063	1837793	1838458	+	1	amino acid ABC transporter permease
Atu4680	Atu4680	NC_003063	1838471	1839124	+	1	amino acid ABC transporter permease
Atu4681	Atu4681	NC_003063	1839117	1839839	+	1	amino acid ABC transporter ATPase/permease
Atu4682	Atu4682	NC_003063	1839839	1841080	+	1	D-amino acid dehydrogenase small subunit
Atu4683	Atu4683	NC_003063	1841190	1842899	+	1	hypothetical protein
Atu4684	Atu4684	NC_003063	1842910	1843938	+	1	hypothetical protein
Atu4685	Atu4685	NC_003063	1844086	1845072	-	1	LacI family transcriptional regulator
Atu4686	Atu4686	NC_003063	1845265	1845585	-	1	hypothetical protein
Atu4687	Atu4687	NC_003063	1845881	1846684	+	1	amino acid ABC transporter substrate-binding protein
Atu4688	Atu4688	NC_003063	1846751	1847455	+	1	amino acid ABC transporter permease
Atu4689	Atu4689	NC_003063	1847452	1848111	+	1	amino acid ABC transporter permease
Atu4690	Atu4690	NC_003063	1848155	1848823	+	1	amino acid ABC transporter ATPase/permease
Atu4691	Atu4691	NC_003063	1848847	1849782	+	1	2-hydroxyacid dehydrogenase
Atu4692	Atu4692	NC_003063	1850008	1852182	+	1	diguanylate cyclase
Atu4693	Atu4693	NC_003063	1852650	1853717	+	1	outer membrane protein
Atu4694	Atu4694	NC_003063	1853909	1855426	-	1	chlorohydrolase
Atu4695	Atu4695	NC_003063	1855589	1857154	+	1	oligopeptide ABC transporter substrate-binding protein
Atu4696	Atu4696	NC_003063	1857372	1858340	+	1	oligopeptide ABC transporter permease
Atu4697	Atu4697	NC_003063	1858359	1859306	+	1	oligopeptide ABC transporter permease
Atu4698	Atu4698	NC_003063	1859312	1860505	+	1	cytosine deaminase
Atu4699	Atu4699	NC_003063	1860505	1861998	+	1	N-ethylammeline chlorohydrolase
Atu4700	Atu4700	NC_003063	1862000	1862974	+	1	oligopeptide ABC transporter ATPase
Atu4701	Atu4701	NC_003063	1862971	1863993	+	1	oligopeptide ABC transporter ATPase
Atu4702	Atu4702	NC_003063	1864002	1864679	-	1	GntR family transcriptional regulator
Atu4703	Atu4703	NC_003063	1864809	1865438	+	1	hypothetical protein
Atu4704	Atu4704	NC_003063	1865460	1866182	+	1	hydantoin racemase
Atu4705	Atu4705	NC_003063	1866284	1867207	+	1	LysR family transcriptional regulator
Atu4706	Atu4706	NC_003063	1867324	1867803	+	1	formate dehydrogenase subunit gamma
Atu4707	Atu4707	NC_003063	1867800	1869356	+	1	NADH ubiquinone oxidoreductase chain F
Atu4708	Atu4708	NC_003063	1869361	1872243	+	1	formate dehydrogenase alpha subunit
Atu4709	Atu4709	NC_003063	1872318	1872662	+	1	NAD-dependent formate dehydrogenase subunit delta
Atu4710	Atu4710	NC_003063	1872778	1874430	+	1	MFS permease
Atu4711	Atu4711	NC_003063	1874533	1875891	-	1	two component sensor kinase
Atu4712	Atu4712	NC_003063	1875888	1876550	-	1	two component response regulator
Atu4713	Atu4713	NC_003063	1876684	1877253	+	1	hypothetical protein
Atu4714	Atu4714	NC_003063	1877357	1877863	-	1	hypothetical protein
Atu8199	Atu8199	NC_003063	1877860	1878207	-	1	hypothetical protein
Atu8096	Atu8096	NC_003063	1878215	1878394	-	1	hypothetical protein
Atu4716	Atu4716	NC_003063	1878534	1880012	-	1	LuxR family transcriptional regulator
Atu4718	Atu4718	NC_003063	1880247	1881032	+	1	GntR family transcriptional regulator
Atu4719	Atu4719	NC_003063	1881113	1882621	+	1	dipeptide ABC transporter substrate-binding protein
Atu4720	Atu4720	NC_003063	1882689	1883636	+	1	dipeptide ABC transporter permease
Atu4721	Atu4721	NC_003063	1883713	1884519	+	1	dipeptide ABC transporter permease
Atu4722	Atu4722	NC_003063	1884541	1886325	+	1	gamma-glutamyltranspeptidase
Atu4723	Atu4723	NC_003063	1886330	1888141	+	1	ABC transporter permease
Atu4724	Atu4724	NC_003063	1888212	1888415	-	1	hypothetical protein
Atu8200	Atu8200	NC_003063	1888598	1888918	+	1	hypothetical protein
Atu4726	Atu4726	NC_003063	1889112	1889807	+	1	superoxide dismutase
Atu4727	Atu4727	NC_003063	1889922	1890911	+	1	hypothetical protein
Atu4728	Atu4728	NC_003063	1891371	1893173	+	1	ABC transporter permease
Atu4729	Atu4729	NC_003063	1893354	1894955	+	1	ABC transporter permease
Atu4730	Atu4730	NC_003063	1894949	1895899	-	1	hypothetical protein
Atu4731	Atu4731	NC_003063	1895896	1898334	-	1	fimbrial usher protein
Atu4732	Atu4732	NC_003063	1898306	1899022	-	1	fimbrial chaperone
Atu4733	Atu4733	NC_003063	1899044	1899541	-	1	hypothetical protein
Atu4734	Atu4734	NC_003063	1899905	1902694	+	1	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
Atu4736	Atu4736	NC_003063	1903103	1905046	+	1	methyl-accepting chemotaxis protein
Atu4737	Atu4737	NC_003063	1905245	1905427	+	1	hypothetical protein
Atu4738	Atu4738	NC_003063	1905632	1906261	+	1	chloramphenicol acetyltransferase
Atu4739	Atu4739	NC_003063	1906315	1908117	-	1	flavin-containing monooxygenase
Atu4740	Atu4740	NC_003063	1908230	1909303	-	1	zinc-binding dehydrogenase
Atu4741	Atu4741	NC_003063	1909460	1911343	-	1	transcriptional regulator
Atu4742	Atu4742	NC_003063	1911467	1911790	-	1	hypothetical protein
Atu4743	Atu4743	NC_003063	1911887	1912966	-	1	LacI family transcriptional regulator
Atu4744	Atu4744	NC_003063	1913329	1914183	+	1	sugar ABC transporter substrate-binding protein
Atu4745	Atu4745	NC_003063	1914301	1915791	+	1	sugar ABC transporter ATPase
Atu4746	Atu4746	NC_003063	1915784	1916800	+	1	sugar ABC transporter permease
Atu4747	Atu4747	NC_003063	1916797	1917792	+	1	sugar ABC transporter permease
Atu4748	Atu4748	NC_003063	1917794	1918645	+	1	D-tagatose 3-epimerase
Atu4749	Atu4749	NC_003063	1918683	1919345	+	1	fructose transport system kinase
Atu4750	Atu4750	NC_003063	1919412	1920281	+	1	D-psicose 3-epimerase
Atu4751	Atu4751	NC_003063	1920431	1921426	+	1	hypothetical protein
Atu4752	Atu4752	NC_003063	1921454	1922233	-	1	amino acid ABC transporter ATPase/permease
Atu4753	Atu4753	NC_003063	1922230	1922922	-	1	amino acid ABC transporter permease
Atu4754	Atu4754	NC_003063	1922935	1923600	-	1	amino acid ABC transporter permease
Atu4755	Atu4755	NC_003063	1923661	1924512	-	1	amino acid ABC transporter substrate-binding protein
Atu4756	Atu4756	NC_003063	1924573	1925586	-	1	hypothetical protein
Atu4757	Atu4757	NC_003063	1925590	1926768	-	1	Xaa-Pro dipeptidase
Atu4758	Atu4758	NC_003063	1926765	1927778	-	1	ectoine utilization protein EutC
Atu4759	Atu4759	NC_003063	1927775	1928770	-	1	threonine dehydratase
Atu4760	Atu4760	NC_003063	1928862	1930310	-	1	GntR family transcriptional regulator
Atu4761	Atu4761	NC_003063	1930471	1931874	-	1	hypothetical protein
Atu4762	Atu4762	NC_003063	1931888	1933366	-	1	succinate semialdehyde dehydrogenase
Atu4763	Atu4763	NC_003063	1933488	1933955	+	1	AsnC family transcriptional regulator
Atu4764	Atu4764	NC_003063	1934015	1934575	+	1	acetyltransferase
Atu4765	Atu4765	NC_003063	1934620	1936143	+	1	hypothetical protein
Atu4766	Atu4766	NC_003063	1936189	1936614	-	1	hypothetical protein
Atu4767	Atu4767	NC_003063	1936770	1937168	-	1	hypothetical protein
Atu4768	Atu4768	NC_003063	1937229	1937666	-	1	hypothetical protein
Atu4769	Atu4769	NC_003063	1937805	1938524	-	1	hypothetical protein
Atu4770	Atu4770	NC_003063	1938707	1939819	-	1	hypothetical protein
Atu4771	Atu4771	NC_003063	1939931	1941178	-	1	oxalate decarboxylase
Atu4772	Atu4772	NC_003063	1941180	1941644	-	1	hypothetical protein
Atu4773	Atu4773	NC_003063	1941969	1942343	-	1	two component response regulator
Atu4774	Atu4774	NC_003063	1942408	1943064	-	1	two component response regulator
Atu4775	Atu4775	NC_003063	1943057	1944637	-	1	two component sensor kinase
Atu4776	Atu4776	NC_003063	1944898	1947192	-	1	formate dehydrogenase alpha subunit
Atu4777	Atu4777	NC_003063	1947602	1948120	+	1	hypothetical protein
Atu4778	Atu4778	NC_003063	1948140	1949120	+	1	non-heme chloroperoxidase
Atu4779	Atu4779	NC_003063	1949193	1949591	-	1	hypothetical protein
Atu4780	Atu4780	NC_003063	1949708	1950796	+	1	hypothetical protein
Atu4781	Atu4781	NC_003063	1950972	1953104	-	1	two component sensor kinase
Atu4782	Atu4782	NC_003063	1953101	1953847	-	1	two component response regulator
Atu4783	Atu4783	NC_003063	1954065	1955093	+	1	ABC transporter substrate-binding protein
Atu4784	Atu4784	NC_003063	1955192	1956217	+	1	ABC transporter substrate-binding protein
Atu4785	Atu4785	NC_003063	1956296	1958527	+	1	iron ABC transporter permease
Atu4786	Atu4786	NC_003063	1958524	1959585	+	1	iron ABC transporter ATPase
Atu4787	Atu4787	NC_003063	1959613	1960422	+	1	inositol monophosphatase
Atu4788	Atu4788	NC_003063	1960559	1961638	-	1	hypothetical protein
Atu4789	Atu4789	NC_003063	1961955	1963025	+	1	GDP-mannose 4,6-dehydratase
Atu4790	Atu4790	NC_003063	1963036	1964004	+	1	GDP-fucose synthetase
Atu8097	Atu8097	NC_003063	1964001	1965950	+	1	hypothetical protein
Atu4791	Atu4791	NC_003063	1965987	1966475	+	1	hypothetical protein
Atu4792	Atu4792	NC_003063	1967017	1967313	-	1	hypothetical protein
Atu4793	Atu4793	NC_003063	1967537	1968796	-	1	exopolysaccharide production protein
Atu4794	Atu4794	NC_003063	1968800	1970962	-	1	polysaccharide biosynthesis protein
Atu4795	Atu4795	NC_003063	1971017	1971727	-	1	LuxR family transcriptional regulator
Atu4796	Atu4796	NC_003063	1971814	1972458	-	1	hypothetical protein
Atu4797	Atu4797	NC_003063	1972464	1973276	-	1	glucose-1-phosphate cytidylyltransferase
Atu4798	Atu4798	NC_003063	1973273	1974565	-	1	hypothetical protein
Atu4799	Atu4799	NC_003063	1974870	1975397	+	1	dTDP-4-dehydrorhamnose 3,5-epimerase
Atu4800	Atu4800	NC_003063	1975402	1976745	-	1	hypothetical protein
Atu4801	Atu4801	NC_003063	1976759	1977829	-	1	NAD-dependent epimerase/dehydratase
Atu4802	Atu4802	NC_003063	1977947	1979350	-	1	glutamate-1-semialdehyde 2,1-aminomutase
Atu4803	Atu4803	NC_003063	1979566	1980294	-	1	two component response regulator
Atu4805	Atu4805	NC_003063	1980996	1983404	+	1	two component sensor kinase/response regulator hybrid
Atu4806	Atu4806	NC_003063	1983438	1984397	-	1	glycosyltransferase
Atu4807	Atu4807	NC_003063	1984394	1985905	-	1	exopolysaccharide export protein
Atu4808	Atu4808	NC_003063	1986131	1987363	-	1	exopolysaccharide synthesis protein
Atu4809	Atu4809	NC_003063	1987634	1988833	+	1	glycosyltransferase
Atu4810	Atu4810	NC_003063	1988838	1990157	+	1	hypothetical protein
Atu4811	Atu4811	NC_003063	1990412	1991557	+	1	UDP-phosphate alpha N-acetylglucosaminyltransferase
Atu4812	Atu4812	NC_003063	1991565	1992263	+	1	hypothetical protein
Atu4813	Atu4813	NC_003063	1992320	1993537	+	1	hypothetical protein
Atu4814	Atu4814	NC_003063	1993541	1994149	+	1	acetyltransferase
Atu4815	Atu4815	NC_003063	1994113	1995288	-	1	glycosyltransferase
Atu4816	Atu4816	NC_003063	1995285	1996568	-	1	glycosyltransferase
Atu4817	Atu4817	NC_003063	1996565	1997818	-	1	glycosyltransferase
Atu4818	Atu4818	NC_003063	1998206	1998724	-	1	AsnC family transcriptional regulator
Atu8042	Atu8042	NC_003063	1998786	1999451	+	1	hypothetical protein
Atu4819	Atu4819	NC_003063	1999471	1999845	+	1	hypothetical protein
Atu4820	Atu4820	NC_003063	1999884	2000777	-	1	hypothetical protein
Atu4821	Atu4821	NC_003063	2000774	2001553	-	1	3-oxoacyl-ACP reductase
Atu4822	Atu4822	NC_003063	2001585	2003225	-	1	acyl-CoA synthetase
Atu4823	Atu4823	NC_003063	2003222	2004391	-	1	acetyl-CoA acetyltransferase
Atu4824	Atu4824	NC_003063	2004388	2005254	-	1	IclR family transcriptional regulator
Atu4825	Atu4825	NC_003063	2005256	2006071	-	1	dehydrogenase
Atu4826	Atu4826	NC_003063	2006136	2007146	-	1	ABC transporter substrate binding protein
Atu4827	Atu4827	NC_003063	2007212	2009089	-	1	ABC transporter permease
Atu4830	Atu4830	NC_003063	2010184	2010879	-	1	hypothetical protein
Atu4831	Atu4831	NC_003063	2010876	2011265	-	1	hypothetical protein
Atu4832	Atu4832	NC_003063	2011653	2012027	+	1	hypothetical protein
Atu4833	Atu4833	NC_003063	2012401	2014803	+	1	glucoamylase
Atu4834	Atu4834	NC_003063	2014841	2015845	+	1	6-phosphogluconate dehydrogenase
Atu4835	Atu4835	NC_003063	2015842	2017227	+	1	glucose-6-phosphate 1-dehydrogenase
Atu4836	Atu4836	NC_003063	2017260	2017937	+	1	hypothetical protein
Atu4837	Atu4837	NC_003063	2018054	2018611	+	1	hypothetical protein
Atu4838	Atu4838	NC_003063	2018638	2019168	+	1	outer membrane lipoprotein
Atu4839	Atu4839	NC_003063	2019188	2019886	+	1	C factor
Atu4840	Atu4840	NC_003063	2020376	2020579	-	1	hypothetical protein
Atu4841	Atu4841	NC_003063	2020610	2021341	-	1	DeoR family transcriptional regulator
Atu4842	Atu4842	NC_003063	2021679	2022725	+	1	sugar ABC transporter substrate-binding protein
Atu4843	Atu4843	NC_003063	2022797	2024296	+	1	sugar ABC transporter ATPase
Atu4844	Atu4844	NC_003063	2024310	2025287	+	1	sugar ABC transporter permease
Atu4845	Atu4845	NC_003063	2025302	2026300	+	1	sugar ABC transporter permease
Atu4846	Atu4846	NC_003063	2026305	2027387	+	1	hypothetical protein
Atu4847	Atu4847	NC_003063	2027412	2028350	+	1	ribokinase
Atu4848	Atu4848	NC_003063	2028370	2029329	+	1	2-deoxyribose-5-phosphate aldolase
Atu4849	Atu4849	NC_003063	2029371	2031737	+	1	NADP-dependent aldehyde dehydrogenase
Atu4850	Atu4850	NC_003063	2032206	2032778	+	1	hypothetical protein
Atu4851	Atu4851	NC_003063	2033050	2033634	+	1	citrate synthase-like protein
Atu4852	Atu4852	NC_003063	2033669	2034211	-	1	hypothetical protein
Atu4853	Atu4853	NC_003063	2034379	2034966	-	1	hypothetical protein
Atu4854	Atu4854	NC_003063	2035584	2035787	+	1	hypothetical protein
Atu4855	Atu4855	NC_003063	2035809	2039609	-	1	conjugation protein
Atu4856	Atu4856	NC_003063	2040246	2041172	+	1	nucleotidyltransferase
Atu4857	Atu4857	NC_003063	2041332	2041667	+	1	mobilization protein C
Atu4858	Atu4858	NC_003063	2041664	2043328	+	1	virulence virD4-like protein
Atu4859	Atu4859	NC_003063	2043675	2044748	-	1	hypothetical protein
Atu4860	Atu4860	NC_003063	2045216	2046151	+	1	hypothetical protein
Atu4861	Atu4861	NC_003063	2046717	2047475	-	1	IS21 family transposase
Atu4862	Atu4862	NC_003063	2047472	2048968	-	1	IS21 family transposase
Atu4864	Atu4864	NC_003063	2049367	2049819	+	1	MarR family transcriptional regulator
Atu4865	Atu4865	NC_003063	2050038	2050919	-	1	oxidoreductase
Atu4866	Atu4866	NC_003063	2051089	2051328	-	1	hypothetical protein
Atu4867	Atu4867	NC_003063	2051470	2052006	-	1	hypothetical protein
Atu4868	Atu4868	NC_003063	2052011	2053081	-	1	oxidoreductase
Atu4869	Atu4869	NC_003063	2053277	2053699	+	1	hypothetical protein
Atu4870	Atu4870	NC_003063	2053716	2054675	-	1	NADP-dependent quinone oxidoreductase
Atu4872	Atu4872	NC_003063	2054871	2055770	+	1	LysR family transcriptional regulator
Atu4873	Atu4873	NC_003063	2055897	2056469	-	1	TetR family transcriptional regulator
Atu4874	Atu4874	NC_003063	2056525	2056959	+	1	hypothetical protein
Atu4875	Atu4875	NC_003063	2057365	2057766	+	1	hypothetical protein
Atu4876	Atu4876	NC_003063	2057922	2058983	+	1	oxidoreductase
Atu4877	Atu4877	NC_003063	2059135	2059884	+	1	short-chain dehydrogenase
Atu4878	Atu4878	NC_003063	2059926	2060339	+	1	hypothetical protein
Atu4879	Atu4879	NC_003063	2060559	2061023	-	1	hypothetical protein
Atu8043	Atu8043	NC_003063	2061076	2061357	+	1	hypothetical protein
Atu4880	Atu4880	NC_003063	2061380	2062297	+	1	AraC family transcriptional regulator
Atu4881	Atu4881	NC_003063	2062328	2062729	-	1	hypothetical protein
Atu4882	Atu4882	NC_003063	2063159	2063341	+	1	hypothetical protein
Atu4884	Atu4884	NC_003063	2063733	2064176	+	1	hypothetical protein
Atu8201	Atu8201	NC_003063	2064459	2064656	+	1	hypothetical protein
Atu8202	Atu8202	NC_003063	2064653	2064910	+	1	hypothetical protein
Atu4887	Atu4887	NC_003063	2064949	2065299	+	1	hypothetical protein
Atu4888	Atu4888	NC_003063	2065436	2065726	+	1	hypothetical protein
Atu4889	Atu4889	NC_003063	2065797	2066600	+	1	hypothetical protein
Atu4890	Atu4890	NC_003063	2066597	2067421	-	1	IS426 transposase
Atu4891	Atu4891	NC_003063	2067418	2067807	-	1	IS 426 transposase
Atu4892	Atu4892	NC_003063	2068075	2070168	+	1	hypothetical protein
Atu4893	Atu4893	NC_003063	2070165	2070875	+	1	hypothetical protein
Atu4894	Atu4894	NC_003063	2071162	2072664	+	1	transposase
Atu4895	Atu4895	NC_003063	2073059	2073466	+	1	hypothetical protein
Atu4896	Atu4896	NC_003063	2073557	2074105	-	1	acetyltransferase
Atu4897	Atu4897	NC_003063	2074353	2074757	-	1	hypothetical protein
Atu4898	Atu4898	NC_003063	2074865	2075113	+	1	hypothetical protein
Atu5000	Atu5000	NC_003064	70	1377	+	1	replication protein A
Atu5001	Atu5001	NC_003064	1374	2405	+	1	replication protein B
Atu5002	Atu5002	NC_003064	2606	3820	+	1	replication initiation protein RepC
Atu5003	Atu5003	NC_003064	4153	5280	-	1	fructosyl amino acid oxidase
Atu5004	Atu5004	NC_003064	5325	6332	-	1	deoxyfructose oxidoreductase
Atu5005	Atu5005	NC_003064	6352	7860	-	1	deoxyfructosyl-amino acid ABC-type membrane transporter
Atu5006	Atu5006	NC_003064	7921	8754	-	1	deoxyfructosyl-amino acid transporter periplasmic binding protein
Atu5007	Atu5007	NC_003064	8980	10044	+	1	santhopine-responsive transcriptional repressor
Atu8044	Atu8044	NC_003064	10306	10611	+	1	hypothetical protein
Atu5008	Atu5008	NC_003064	10667	11452	-	1	hypothetical protein
Atu5010	Atu5010	NC_003064	12517	12717	+	1	hypothetical protein
Atu5011	Atu5011	NC_003064	13082	13723	+	1	polyketide biosynthesis dithiol-disulfide isomerase
Atu5013	Atu5013	NC_003064	14416	14664	+	1	hypothetical protein
Atu5014	Atu5014	NC_003064	14661	15074	+	1	plasmid stabilization protein
Atu5015	Atu5015	NC_003064	15089	16129	-	1	phage-related integrase
Atu5016	Atu5016	NC_003064	16428	17576	+	1	hypothetical protein
Atu5017	Atu5017	NC_003064	17669	18349	-	1	hypothetical protein
Atu5018	Atu5018	NC_003064	18384	19208	-	1	hypothetical protein
Atu5019	Atu5019	NC_003064	19234	20004	-	1	hypothetical protein
Atu5020	Atu5020	NC_003064	20001	21335	-	1	hypothetical protein
Atu5021	Atu5021	NC_003064	21332	22228	-	1	hypothetical protein
Atu5022	Atu5022	NC_003064	22228	24126	-	1	hypothetical protein
Atu5023	Atu5023	NC_003064	24428	26161	+	1	hypothetical protein
Atu5024	Atu5024	NC_003064	26191	27891	+	1	ATP-dependent DNA helicase
Atu5025	Atu5025	NC_003064	27940	28194	-	1	hypothetical protein
Atu5026	Atu5026	NC_003064	28294	28704	+	1	hypothetical protein
Atu5027	Atu5027	NC_003064	28825	29379	-	1	IS 426 transposase
Atu5028	Atu5028	NC_003064	29376	29753	-	1	IS426 transposase
Atu5029	Atu5029	NC_003064	29924	30694	+	1	hypothetical protein
Atu5030	Atu5030	NC_003064	30855	31397	+	1	hypothetical protein
Atu5031	Atu5031	NC_003064	31458	32576	-	1	hypothetical protein
Atu5032	Atu5032	NC_003064	32772	33533	-	1	hypothetical protein
Atu5033	Atu5033	NC_003064	33565	34635	-	1	hypothetical protein
Atu5034	Atu5034	NC_003064	35230	35457	+	1	hypothetical protein
Atu5035	Atu5035	NC_003064	35532	36428	+	1	hypothetical protein
Atu5036	Atu5036	NC_003064	36479	36865	+	1	hypothetical protein
Atu5037	Atu5037	NC_003064	36918	37697	+	1	hypothetical protein
Atu5039	Atu5039	NC_003064	39240	40421	+	1	hypothetical protein
Atu5040	Atu5040	NC_003064	40495	41397	-	1	hypothetical protein
Atu5041	Atu5041	NC_003064	41394	42281	-	1	plasmid partitioning protein
Atu5042	Atu5042	NC_003064	42278	43795	-	1	recombinase
Atu5043	Atu5043	NC_003064	43896	44303	+	1	hypothetical protein
Atu5044	Atu5044	NC_003064	44352	45479	-	1	hypothetical protein
Atu5045	Atu5045	NC_003064	45460	46200	-	1	hypothetical protein
Atu5046	Atu5046	NC_003064	46557	46904	+	1	hypothetical protein
Atu5047	Atu5047	NC_003064	46905	47141	-	1	hypothetical protein
Atu5048	Atu5048	NC_003064	47226	48002	-	1	exodeoxyribonuclease III
Atu8099	Atu8099	NC_003064	48014	48190	-	1	hypothetical protein
Atu5049	Atu5049	NC_003064	48390	49286	+	1	hypothetical protein
Atu5050	Atu5050	NC_003064	49299	50111	+	1	hypothetical protein
Atu5051	Atu5051	NC_003064	50108	51145	+	1	ATP-dependent DNA ligase
Atu5052	Atu5052	NC_003064	51311	51787	+	1	small heat shock protein
Atu5053	Atu5053	NC_003064	51860	52159	+	1	hypothetical protein
Atu5054	Atu5054	NC_003064	52169	52444	+	1	hypothetical protein
Atu5055	Atu5055	NC_003064	52456	55110	-	1	ATP-dependent DNA ligase
